app_id	app_title	rating	price	no_of_ratings	size	in_app_products	installs	ratings_distribution_5	ratings_distribution_4	ratings_distribution_3	ratings_distribution_2	ratings_distribution_1	is_editors_choice	genre	age_rating	app_url
com.wwe.universe	WWE	4.6	0	751,231	20M	nan	10,000,000+	583,911	84,947	31,400	14,455	36,648	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=com.wwe.universe
idroid.audiocutter.mp3cutter	Audio Cutter	2.6	0	10	3.5M	nan	1,000+	3	1	0	1	5	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=idroid.audiocutter.mp3cutter
org.videolan.vlc	VLC for Android	4.4	0	1,097,429	Varies with device	nan	100,000,000+	743,992	199,319	78,435	28,070	48,202	1	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=org.videolan.vlc
com.talwaraaa.blindball	Blind Ball	5.0	0	49	26M	nan	1,000+	47	2	0	0	0	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=com.talwaraaa.blindball
com.lexadev.egil.xhedemo	xHE TheRadioHub Demo	4.8	0	5	3.8M	nan	100+	4	1	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.lexadev.egil.xhedemo
com.doionline.textonphoto	Text On Photo, Image - Picture Text Editor	3.9	0	1,121	3.8M	nan	100,000+	598	170	142	57	154	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.doionline.textonphoto
com.avai.amp.iscautoclub	AAA Speedway	4.4	0	124	64M	nan	5,000+	77	29	8	5	5	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.avai.amp.iscautoclub
com.SpeechAbilities.AAC	AAC - Speech Abilities	nan	$19.99 	nan	31M	nan	1+	0	0	0	0	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.SpeechAbilities.AAC
grant.aac.to.mp3	Aac To Mp3 Converter	3.1	0	221	9.1M	$1.49 per item	50,000+	98	15	11	9	88	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=grant.aac.to.mp3
videoeditor.videomeganabadale	Video me Gana Badale	4.3	0	208	22M	nan	50,000+	146	23	20	1	18	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=videoeditor.videomeganabadale
com.aaafcu.aaafcu	AAA Federal Credit Union	nan	0	nan	10M	nan	100+	0	0	0	0	0	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.aaafcu.aaafcu
com.telea7la.arabspiano	♪♬ بيانو العرب ♬♪‎	4.6	0	7,394	11M	nan	500,000+	6,181	499	304	87	338	0	Music	Everyone	https://play.google.com/store/apps/details?id=com.telea7la.arabspiano
com.chat_dardacha.banat	شات بنات عربي‎	4.3	0	383	3.4M	nan	50,000+	289	12	28	6	47	0	Social	Mature 17+	https://play.google.com/store/apps/details?id=com.chat_dardacha.banat
com.mgae.comlolsurprise.ballpop	L.O.L. Surprise Ball Pop	4.3	0	11,507	Varies with device	nan	1,000,000+	8,615	759	594	205	1,344	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.mgae.comlolsurprise.ballpop
com.songs.music.mp3.musicplayer	Music player	4.7	0	20,937	9.1M	nan	500,000+	17,022	2,875	916	114	252	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.songs.music.mp3.musicplayer
com.mobilesoft.aaawaybailbonds	AAA Way Bail Bonds	nan	0	nan	10M	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.mobilesoft.aaawaybailbonds
com.apalon.weatherradar.free	NOAA Weather Radar Live & Alerts	4.4	0	248,014	14M	$0.99 - $24.99 per item	10,000,000+	154,116	61,502	17,606	3,902	11,155	1	Weather	Everyone	https://play.google.com/store/apps/details?id=com.apalon.weatherradar.free
com.hajoula.hajwalah.drevit	لعبة Guide هجولة‎	3.4	0	1,216	2.4M	nan	100,000+	693	32	35	34	426	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.hajoula.hajwalah.drevit
com.hiox.CubicFeetperMuteCversiCalcul	CFM Calculator	3.2	0	4	2.9M	nan	5,000+	1	1	0	2	0	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.hiox.CubicFeetperMuteCversiCalcul
com.nsquare.audio.converter	All Audio Converter – MP3, AAC, WAV, M4A, AAC	3.1	0	365	14M	nan	10,000+	155	32	22	14	147	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.nsquare.audio.converter
grant.audio.cutter.and.joiner	Audio Cutter And Joiner	3.5	0	964	9.2M	$1.99 per item	100,000+	454	108	88	52	262	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=grant.audio.cutter.and.joiner
com.onesolutionapps.aaabailbondsofdetroitandroid	AAA Bail Bonds of Michigan	nan	0	nan	13M	nan	100+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.onesolutionapps.aaabailbondsofdetroitandroid
com.game.cross.motobikes.two	Cross Motorbikes 2018	4.2	0	827	57M	nan	100,000+	586	76	47	14	104	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.game.cross.motobikes.two
com.codeedifice.joinvideos	Merge Videos, Video Joiner	3.3	0	845	15M	nan	100,000+	385	97	58	30	278	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.codeedifice.joinvideos
de.adesso_mobile.secureapp.netbank	SecureApp netbank	2.0	0	104	8.6M	nan	10,000+	13	6	10	13	62	0	Finance	Everyone	https://play.google.com/store/apps/details?id=de.adesso_mobile.secureapp.netbank
flashcast.com.flashcast	Flash Cast  (Chromecast & VLC)	3.8	0	415	3.8M	nan	100,000+	215	59	47	24	70	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=flashcast.com.flashcast
uk.co.argh.grr.ks6	Kieran Speaks (AAC / PECS)	3.0	0	2	4.0M	nan	500+	0	1	0	1	0	0	Communication	Everyone	https://play.google.com/store/apps/details?id=uk.co.argh.grr.ks6
com.exatools.gpsdata	GPS Data	4.6	0	2,543	4.8M	$0.99 per item	100,000+	1,900	412	145	30	68	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.exatools.gpsdata
com.stackjunction.aaaradio	AAA Music Radio Stations - AAA Mobile Radio	4.2	0	5	8.2M	nan	100+	4	0	0	0	1	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.stackjunction.aaaradio
com.natenai.glowhockey	Glow Hockey	4.1	0	1,716,413	Varies with device	nan	100,000,000+	1,042,687	252,926	167,548	86,882	166,517	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=com.natenai.glowhockey
com.sunnyleone.videoapp	Sunny Leone-Video Songs	4.5	0	61	5.2M	nan	50,000+	48	5	5	0	4	0	Entertainment	Mature 17+	https://play.google.com/store/apps/details?id=com.sunnyleone.videoapp
com.ghostmobile.thefileconverterfree	The File Converter	3.7	0	11,645	5.0M	$0.99 - $2.99 per item	1,000,000+	5,640	2,117	989	489	2,412	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.ghostmobile.thefileconverterfree
com.SK8ERBhai.aadu	Aadu BGM	4.6	0	174	13M	nan	10,000+	145	8	8	2	12	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.SK8ERBhai.aadu
com.app.p2571BB	AAA Dallas	nan	0	nan	26M	nan	50+	0	0	0	0	0	0	Auto & Vehicles	Everyone	https://play.google.com/store/apps/details?id=com.app.p2571BB
com.game.cross.motobikes	Cross Motorbikes	4.1	0	5,151	54M	nan	1,000,000+	3,393	442	375	158	783	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.game.cross.motobikes
teachmania.jhakasvideos	Jhakas Videos	4.4	0	568	3.7M	nan	500,000+	431	52	54	17	32	0	Entertainment	Teen	https://play.google.com/store/apps/details?id=teachmania.jhakasvideos
com.softtrinity.mxplayer	MX Player	4.5	0	684	7.5M	nan	100,000+	566	45	43	14	34	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.softtrinity.mxplayer
com.asinc.urdubooks.duroodshreef	Durood Shreef Mushkilat Ka Hal	4.7	0	260	28M	nan	50,000+	216	21	10	5	8	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.asinc.urdubooks.duroodshreef
abtcul.myphoto.musicplayer	My Photo Music Player	4.1	0	3,783	8.4M	nan	1,000,000+	2,499	333	333	128	493	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=abtcul.myphoto.musicplayer
com.kun.crazyaa	Crazy AAA	5.0	0	nan	13M	nan	50+	1	0	0	0	0	0	Casual	Everyone	https://play.google.com/store/apps/details?id=com.kun.crazyaa
com.rabbitmountain.rollercoaster	VR Thrills: Roller Coaster 360 (Google Cardboard)	4.0	0	28,179	Varies with device	$0.99 - $19.99 per item	5,000,000+	17,666	2,668	2,257	858	4,763	0	Simulation	Everyone	https://play.google.com/store/apps/details?id=com.rabbitmountain.rollercoaster
com.youngstars.aaaknifelegend	aaa Knife Legend	nan	0	16	Varies with device	nan	1,000+	0	0	0	0	0	0	Arcade	Everyone	https://play.google.com/store/apps/details?id=com.youngstars.aaaknifelegend
es.com.leonweb.videoamp3	Video to mp3, mp2, aac or wav. Batch converter	4.5	0	1,350	3.5M	nan	500,000+	1,019	142	106	31	58	0	Tools	Everyone	https://play.google.com/store/apps/details?id=es.com.leonweb.videoamp3
com.km.cutpaste.util	Cut Paste Photos	3.8	0	151,136	5.9M	$1.99 - $49.99 per item	10,000,000+	76,857	22,171	17,873	9,186	25,084	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.km.cutpaste.util
com.herman.ringtone	Ringtone Maker	4.4	0	514,389	Varies with device	nan	50,000,000+	347,035	84,694	34,944	15,663	32,215	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.herman.ringtone
com.atino.muvibob	MuViBob: Music + Video	3.9	0	7,249	10M	nan	1,000,000+	4,240	912	636	359	1,103	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.atino.muvibob
com.airports.confppqxr4	2018 AAA National Conference	nan	0	2	11M	nan	100+	0	0	0	0	0	0	Business	Teen	https://play.google.com/store/apps/details?id=com.airports.confppqxr4
com.jaga.ibraceletplus.smartwristband	Smart Wristband	2.8	0	4,431	9.4M	nan	500,000+	988	532	766	753	1,397	0	Health & Fitness	Everyone	https://play.google.com/store/apps/details?id=com.jaga.ibraceletplus.smartwristband
com.inverseai.noice_reducer	Mp3, WAV Noise Reducer~ Noise Free Audio Converter	4.0	0	293	18M	$0.99 - $9.99 per item	10,000+	195	19	14	10	57	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.inverseai.noice_reducer
apphouse.software.autismspeaks	AAC Autism myVoiceCommunicator	4.0	$2.99 	64	6.1M	nan	1,000+	33	12	10	3	6	0	Education	Everyone	https://play.google.com/store/apps/details?id=apphouse.software.autismspeaks
com.littlecaesars	Little Caesars	3.5	0	2,929	30M	nan	1,000,000+	1,567	201	163	175	834	0	Food & Drink	Everyone	https://play.google.com/store/apps/details?id=com.littlecaesars
com.peer_e_kamil.urdunovel	Peer e Kamil Urdu Novel	4.8	0	144	38M	nan	10,000+	130	11	3	0	2	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.peer_e_kamil.urdunovel
com.pixel.shayarionmyphoto.writetextonphoto	Shayari On My Photo	4.3	0	1,471	9.0M	nan	500,000+	1,005	177	126	49	121	0	Art & Design	Everyone	https://play.google.com/store/apps/details?id=com.pixel.shayarionmyphoto.writetextonphoto
com.dicosc.stepmowik	AAC GADAczek	4.1	0	20	5.5M	nan	1,000+	14	1	1	0	4	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.dicosc.stepmowik
de.apptiv.business.android.aldi_us	ALDI USA	4.3	0	7,421	11M	nan	1,000,000+	4,815	1,360	565	288	403	0	Shopping	Everyone	https://play.google.com/store/apps/details?id=de.apptiv.business.android.aldi_us
com.bizenkou.karakama.aaa3dparallaxwallpaper	AAA 3D Parallax T-Rex Wallpaper	3.2	0	8	61M	$1.99 - $2.49 per item	1,000+	3	1	1	1	2	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.bizenkou.karakama.aaa3dparallaxwallpaper
com.green.compressor.calculation	Air Compressor Calculations	nan	0	3	2.8M	nan	1,000+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.green.compressor.calculation
grant.standard.ac3.player	AC3 Video Player	3.6	0	369	9.9M	nan	100,000+	195	39	27	15	93	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=grant.standard.ac3.player
mobi.infolife.itag	iTag - Music Tag Editor	3.9	0	71,909	Varies with device	nan	5,000,000+	38,527	11,527	7,077	3,987	10,799	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=mobi.infolife.itag
com.gusinc.talktableta	TalkTablet - Autism Speech AAC	3.8	$79.99 	35	Varies with device	nan	1,000+	20	4	1	4	6	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.gusinc.talktableta
audiomixer.cutvideo.videotomp3.add_music	Add Music To Video Video Audio Cutter Video To MP3	4.5	0	1,689	25M	nan	500,000+	1,277	180	101	23	117	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=audiomixer.cutvideo.videotomp3.add_music
com.clogica.audiomerger	MP3 Audio Merger and Joiner	4.3	0	5,649	15M	nan	1,000,000+	3,905	647	411	114	578	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.clogica.audiomerger
aaatrade.aaatrade	AAA Trade	4.9	0	29	1.4M	nan	1,000+	27	1	1	0	0	0	Finance	Everyone	https://play.google.com/store/apps/details?id=aaatrade.aaatrade
com.max.mp3.musicplayer	Max Mp3 Music Downloader Player	4.0	0	80	22M	nan	10,000+	55	3	5	0	17	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.max.mp3.musicplayer
com.psd2filters.postermaker	Poster Maker-Poster Design, Flyer Maker & Ad Maker	4.5	0	13,883	73M	$0.99 - $4.49 per item	100,000+	10,353	1,779	1,072	213	471	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.psd2filters.postermaker
com.aacspeech	AAC Speech	3.7	0	7	22M	nan	1,000+	4	0	1	1	1	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.aacspeech
com.morbiz.AAABailBondsofMichigan	AAA Bail Bonds of Michigan	nan	0	nan	14M	nan	50+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.morbiz.AAABailBondsofMichigan
com.priceline.android.negotiator	Priceline Hotel Deals, Rental Cars & Flights	4.4	0	54,673	17M	nan	5,000,000+	37,036	10,814	2,737	1,205	2,915	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.priceline.android.negotiator
com.pandora.android	Pandora Music	4.4	0	3,001,212	Varies with device	$0.99 - $9.99 per item	100,000,000+	2,116,743	456,544	170,843	82,093	175,512	0	Music & Audio	Teen	https://play.google.com/store/apps/details?id=com.pandora.android
com.myapps.SportsBikeWallpapersHD	Sports Bike Wallpapers HD	4.5	0	3,345	19M	nan	500,000+	2,579	358	177	52	181	0	Personalization	Everyone	https://play.google.com/store/apps/details?id=com.myapps.SportsBikeWallpapersHD
com.portset.myspeakerlite	My Speaker AAC Lite	nan	0	2	701k	nan	100+	0	0	0	0	0	0	Productivity	Everyone	https://play.google.com/store/apps/details?id=com.portset.myspeakerlite
com.app.aaabrokerage	AAA BROKERAGE INC	5.0	0	nan	3.9M	nan	10+	1	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=com.app.aaabrokerage
com.dialervault.dialerhidephoto	Dialer Vault - VaultDroid Hide Photo Video OS 10	4.5	0	25,349	6.2M	$2.99 - $36.99 per item	1,000,000+	18,217	3,628	2,065	529	960	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.dialervault.dialerhidephoto
com.in10s.uniserve_sanchar_aadhaar	Sanchar Aadhaar	4.2	0	5,774	21M	nan	100,000+	3,753	778	643	213	530	0	Communication	Everyone	https://play.google.com/store/apps/details?id=com.in10s.uniserve_sanchar_aadhaar
audio.converter.video.cutter.mp3.cutter	MP3 Converter	4.4	0	46,756	Varies with device	nan	1,000,000+	32,295	8,324	2,350	704	3,129	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=audio.converter.video.cutter.mp3.cutter
com.manitobaaaamidgethockey.sport.android	Manitoba AAA Midget Hockey	nan	0	3	12M	nan	100+	0	0	0	0	0	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.manitobaaaamidgethockey.sport.android
com.bdroid.audiomediaconverter	Audio Media Converter (MP3, AAC) - Audio Cutter	4.0	0	30	15M	nan	5,000+	18	6	3	2	3	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.bdroid.audiomediaconverter
com.crazyapps.myname.pics	My Name Diwali Cards	3.9	0	1,949	5.7M	nan	500,000+	1,057	268	263	90	271	0	Entertainment	Everyone	https://play.google.com/store/apps/details?id=com.crazyapps.myname.pics
com.n7mobile.nplayer	n7player Music Player	4.5	0	309,061	13M	$0.99 - $3.49 per item	10,000,000+	215,323	57,508	16,654	6,790	12,794	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.n7mobile.nplayer
com.usaa.mobile.android.usaa	USAA Mobile	4.6	0	109,385	Varies with device	nan	5,000,000+	84,297	14,057	3,789	2,274	5,116	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.usaa.mobile.android.usaa
com.hilton.android.hhonors	Hilton Honors	4.6	0	50,392	29M	nan	5,000,000+	38,509	8,502	1,395	641	1,387	0	Travel & Local	Everyone	https://play.google.com/store/apps/details?id=com.hilton.android.hhonors
com.love.video.maker.with.music.film.effect.pro	Love Video Maker with Song Pro	4.4	0	588	25M	nan	100,000+	437	47	39	20	48	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.love.video.maker.with.music.film.effect.pro
com.afroasianassistance.driver	AAA -Tow Truck	nan	0	nan	6.9M	nan	10+	0	0	0	0	0	0	Maps & Navigation	Everyone	https://play.google.com/store/apps/details?id=com.afroasianassistance.driver
com.humfriends.oldhindivideosongs	Old Hindi Video Songs	4.3	0	844	4.8M	nan	100,000+	546	147	95	19	45	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.humfriends.oldhindivideosongs
com.audio.convert.mp3.media	Audio Mp3 Converter - support AAC,WAV,WMA,M4A,FLAC	3.8	0	21	11M	nan	1,000+	12	5	0	0	5	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.audio.convert.mp3.media
all.video.format.converter	All Video Format Converter mkv avi vob mp4 mp3	3.5	0	229	26M	nan	10,000+	114	23	18	9	65	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=all.video.format.converter
media.audioplayer.musicplayer	Music Player	4.5	0	1,151,479	4.0M	nan	50,000,000+	780,194	231,914	75,666	19,103	44,985	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=media.audioplayer.musicplayer
aaapeeappliances.repappnew.in	Aaa Pee Rep	nan	0	nan	6.2M	nan	10+	0	0	0	0	0	0	Business	Everyone	https://play.google.com/store/apps/details?id=aaapeeappliances.repappnew.in
com.formulacareer	Formula Career	nan	0	nan	Varies with device	$0.99 - $14.99 per item	100,000+	0	0	0	0	0	0	Racing	Everyone	https://play.google.com/store/apps/details?id=com.formulacareer
org.adblockplus.adblockplussbrowser	Adblock Plus for Samsung Internet - Browse safe.	3.9	0	10,289	2.2M	nan	5,000,000+	6,179	1,304	644	342	1,831	0	Communication	Everyone	https://play.google.com/store/apps/details?id=org.adblockplus.adblockplussbrowser
com.andromo.dev520144.app493072	Al-Quran Ahmad Saud Offline	4.7	0	7,586	40M	nan	100,000+	6,256	877	320	61	79	0	Education	Everyone	https://play.google.com/store/apps/details?id=com.andromo.dev520144.app493072
com.avazapp.autism.en_in.avaz	Avaz App for Communication - India	4.0	0	22	40M	$0.99 - $99.99 per item	1,000+	9	9	1	1	2	0	Communication	Everyone	https://play.google.com/store/apps/details?id=com.avazapp.autism.en_in.avaz
com.goldensoft.oceandictionary	القاموس المحيط‎	4.1	0	2,351	12M	$1.99 per item	100,000+	1,441	343	205	121	242	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=com.goldensoft.oceandictionary
com.americanexpress.android.acctsvcs.us	Amex	4.3	0	25,462	35M	nan	5,000,000+	16,585	4,990	1,383	688	1,826	0	Finance	Everyone	https://play.google.com/store/apps/details?id=com.americanexpress.android.acctsvcs.us
com.eastudios.hazari	Hazari - Offline	4.3	0	564	17M	$0.99 - $14.99 per item	100,000+	396	58	43	12	55	0	Card	Teen	https://play.google.com/store/apps/details?id=com.eastudios.hazari
com.aaa.games.gunner.battlegrounds.fps.survival	Gunner Battlegrounds FPS Survival	3.6	0	16	46M	nan	1,000+	8	1	3	0	5	0	Action	Teen	https://play.google.com/store/apps/details?id=com.aaa.games.gunner.battlegrounds.fps.survival
com.scn.musicplayer	Music Player	4.2	0	16,406	3.4M	nan	1,000,000+	10,861	2,350	1,074	356	1,780	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.scn.musicplayer
com.simple.apps.blackbox.voice	Simple Recorder - MP3, WAV, AAC, BlackBox	nan	0	18	4.1M	nan	1,000+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.simple.apps.blackbox.voice
book.dilmomkadiya	Dil Mom Ka Diya Novel	4.4	0	24	29M	nan	5,000+	16	5	1	1	1	0	Books & Reference	Everyone	https://play.google.com/store/apps/details?id=book.dilmomkadiya
com.tnp_dev.layout_frame	Layout	4.0	0	4,710	3.1M	nan	1,000,000+	2,694	701	596	231	497	0	Photography	Everyone	https://play.google.com/store/apps/details?id=com.tnp_dev.layout_frame
com.dtston.huaji	AAA Controller	nan	0	nan	5.5M	nan	10+	0	0	0	0	0	0	Tools	Everyone	https://play.google.com/store/apps/details?id=com.dtston.huaji
music.musicplayer	Audio Player	4.2	0	60,379	3.4M	nan	10,000,000+	38,932	8,619	5,514	1,654	5,705	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=music.musicplayer
com.editorchoice.videomakerphotowithsong	Video Maker Photo With Song	4.1	0	877	27M	nan	100,000+	556	108	85	28	104	0	Video Players & Editors	Everyone	https://play.google.com/store/apps/details?id=com.editorchoice.videomakerphotowithsong
com.mp3.audioconverter.musicplayer	Audio Converter–MP3,AAC,WAV,AAC:Style Music Player	3.6	0	8	10M	nan	500+	6	0	0	1	2	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.mp3.audioconverter.musicplayer
com.chleh2018.moulay.faycelsghir	شاب فيصل الصغير بدون أنترنيت  - Faycel Sghir‎‎	nan	0	364	47M	nan	50,000+	0	0	0	0	0	0	Music & Audio	Everyone	https://play.google.com/store/apps/details?id=com.chleh2018.moulay.faycelsghir
com.miniclip.eightballpool	8 Ball Pool	4.5	0	15,161,482	52M	$0.99 - $99.99 per item	100,000,000+	11,434,008	2,035,173	751,212	261,001	701,670	0	Sports	Everyone	https://play.google.com/store/apps/details?id=com.miniclip.eightballpool
